anchor_1	alternative_1	anchor_2	alternative_2	style_type	language_1	language_2
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Ho problemi a incontrare ragazze perche' frequento una scuola con solo ragazzi.	Vado in una scuola di tutti i ragazzi e ho avuto problemi ad incontrare le ragazze.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Si prega di parlare e non affrettare le parole	3_ancora non correre e usare le parole... parla...	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Dovresti andare a giocare con le tue bambole	dovresti giocare con le bambole	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Parli spesso con quella persona?	Beh... Parli molto con quel qualcuno?	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Senza alcun livello di impegno, è un doppio appuntamento conciso?	E' considerato un doppio appuntamento? anche se nessun livello di impegno con la ragazza platonica fritto	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Non è la dimensione del seno che è attraente, ma quanto bene ci si porta.	non è la dimensione della tetta, ma piuttosto quanto bene si può portare le sue tette che è attraente.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Devi semplicemente fare quello che la rende felice.	Tutto quello che devi fare è suonare il suo campanello!!!	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Sì, anche se suppongo dipenda dai voti.	Sì, beh, credo che dipenda dai voti.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Forse dovresti chiederti dove sono le malattie sessualmente trasmissibili da Kay.	forse dovreste chiedervi dove sono le malattie sessuali in Ks.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Significhi che non devi piu' antagonizzarla.	il che significa che non c'è bisogno di farla come il tuo nemico più.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	In tal caso, chiedile di accompagnarti al prossimo ballo scolastico o di vedere un film.	poi chiederle di andare al prossimo ballo della scuola o magari di vedere un film?	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Sta succedendo qualcosa con il tuo amico o con il suo?	Qualcosa che non va con il tuo amico o il suo?	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Ma, non confondere il mio significato, non cedere e diventare sottomesso. Trova un compromesso.	Ma, non fraintendetemi non essere uno zerbino e prendere il percorso sottomesso sia... trovare qualche via di mezzo!	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Potrebbe non avere successo se siete veramente codardi, e quindi diventare più spaventosi di quanto non sia la donna.	Potrebbe non funzionare troppo bene se sei una vera femminuccia e finirai per avere piu' paura di lei.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Credo che la ferita dipenda dal fatto che lei e suo marito abbiano un matrimonio aperto.	Dipende se lei e suo marito sono scambisti...	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Vuole divertirsi, ed è per questo che ha intrapreso una relazione con te. Non prendere questa relazione troppo sul serio.	lei vuole divertimento che y lei ha una relazione con u. non fare sul serio con lei.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Di' solo che per il momento vuoi solo essere amici.	Di' solo che per ora vuoi solo essere amici.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Questo perché non stanno facendo il loro lavoro!	Perche' stanno solo facendo il loro lavoro!	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Sarebbe bello uscire di lì ora mentre è possibile.	esci ora mentre puoi	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Sì, questo è vero se sono dipendenti sessualmente da esso, ma ciò significherebbe che hanno bisogno di vedere un terapeuta sessuale.	Sì, se sono sessualmente dipendenti da esso, ma poi direi andare a un coucenlor sesso.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Personalmente, penso che i giovani siano sexy, purché abbiano più di 25 anni.	personalmente, penso che i giovani (oltre 25) siano caldi!	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	È perché i ragazzi non sono ancora abbastanza maturi per sapere cosa vogliono o cosa hanno.	perché i ragazzi non sono abbastanza maturi da sapere quello che vogliono sono sapere cosa hanno.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Cinque metri di altezza e 135 chili mi suona molto bene.	5' 135 lbs suona perfetto per me.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Si prega di cercare aiuto mentale da un professionista.	Oh, tesoro, ti prego, consulta un consulente!	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Se questo fosse vero, non sarei sorpreso se fosse di nuovo infedele.	Se così fosse, non sarei sorpreso se tradisse di nuovo.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Se andava dietro a un'altra donna che ovviamente non gli importava, non è tutta colpa sua.	se andava con lei abviosamente non gli importava, non è tutta colpa sua.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Se lei deve ancora tirarlo su, allora non ha bisogno di essere parlato.	Se non l'ha comprata, non c'è bisogno di parlarne...	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Forse potresti controllare prima li'.	Potresti provare a controllare lì il primo.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Se desideri uno dei tuoi, dovresti provare Yahoo Personals. Non sei d'accordo?	Se ne vuoi uno per te forse dovresti provare Yahoo Personals, non è vero?	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Per prima cosa, devi essere gentile e aspettarli.	Prima di tutto devi essere gentile con loro e aspettarli.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Vai avanti. Parla con lui e non nascondere nulla.	Non nascondere niente frm lui. Vai avanti e parla con lui.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Le stesse qualità che cerchi in un gentiluomo.	Le stesse cose che cerchi in un ragazzo...	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Le giovani donne che chiedono ai giovani uomini di uscire hanno dieci volte più successo delle ragazze che non lo fanno.	Le ragazze che chiedono ai ragazzi di uscire hanno dieci volte più successo delle ragazze che non lo fanno.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Quindi l'uomo semplice si innamorò una volta con sua moglie e sostiene che era vero amore.	così simpleman si innamorò 1 volta con sua moglie e questo è vero amore quello che ha detto	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Non vendicarti, non dovresti svalutare te stesso al suo livello.	Non vendicarti, non dovresti scendere al suo livello.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Caffè, caffetterie, centri commerciali sono tutti posti in cui si può trovare una ragazza, a seconda del tipo che ti interessa.	caffè/caffè; il centro commerciale (ultima risorsa) credo che dipenda da che tipo di ragazza stai cercando.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Se ti ama, apprezzerà tutto quello che gli dai.	Gli piacerà qualsiasi cosa tu gli dia, se ama davvero u!!	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Visto che sono puritana, diro' matrimonio.	Sono puritana, quindi diro' matrimonio.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Io, per esempio, non sono niente del genere.	Io, per esempio, non sono così.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Dovresti amarli come sono.	LI AMO COSÌ COME SONO.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Mi sono sposata troppe volte per amore prima. Ora dipende da quanti soldi stiamo parlando!	ho sposato troppe volte per amore.. dipende da quanti soldi stiamo parlando. lol	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Ben fatto, so che le piacerà sicuramente.	puntelli pazzi a voi ragazzo.. molto ben fatto.. lei sicuramente lo adorerà.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Suo padre, nel frattempo, è ossessionato dal suo nuovo interesse amoroso.	Suo padre, nel frattempo, è ossessionato da questa ragazza.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Prima di tutto, quello non e' un amico.	fisrt off, quello non è un amico.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Spero che mi risponderai.	Spero che tu possa rispondermi!	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Anche i miei amici sono d'accordo con me.	Anche gli altri miei amici sono d'accordo con me.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Io dico amore chi ami, la razza non dovrebbe essere un problema.	Ma io dico di amare chiunque tu ami e non fare nemmeno la razza un fattore.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Non dovresti andare oltre con quest'uomo, per favore?	Per favore, non andare oltre con questo tizio.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Utilizzare una terminologia che gli ricorda tempi migliori del passato.	Parlare di 'il tempo in cui noi... 'o 'quella volta in cui...'	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Hai idea di dove dovrei andare a incontrarli?	qualche idea su dove potrei andare a incontrarli?	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Se ti piace davvero, vai in gruppo all'inizio.	Se davvero ti piace, vai con il gruppo.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	«Closer» eseguito da Nine Inch Nails è la canzone sessualmente rilevante mai esistita.	Nine Inch Nails — Più vicino la canzone più sexy di tutto il pianeta	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Stanno commettendo le stesse azioni di cui ti accusano.	Qualunque cosa ti accusino, lo stanno facendo.	formality	en	it
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Oltre ai consigli menzionati in precedenza, agisci semplicemente come faresti normalmente.	A parte questo, sii te stesso!	formality	en	it
